Number of Population from Registration by Age Group Region and Province: 2012-2022,,,,,,,,,,,,,
Unit: person,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Province,Age group,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Southern Region,Chumphon Province,80  -  84,"6,845","7,248","7,516","7,822","7,901","8,055","8,276","8,323","8,135","8,119","8,138"
Southern Region,Chumphon Province,85  -  89,"3,203","3,852","4,133","4,320","4,648","4,892","4,968","5,176","5,404","5,509","5,585"
Southern Region,Chumphon Province,90  -  94,"1,086","1,404","1,501","1,639","1,732","1,855","2,057","2,242","2,385","2,568","2,699"
Southern Region,Chumphon Province,95  -  99,358,396,428,470,479,524,613,633,691,729,797
Southern Region,Chumphon Province,100 and over,103,140,144,157,116,132,147,175,216,236,303
Southern Region,Chumphon Province,Unknown/lunar Calendar,-,-,-,-,-,-,-,-,-,-,-
Southern Region,Chumphon Province,Population Registered in House Registration and Non  -  Thai nationalities,839,760,"1,406","2,752","2,582","2,472","2,412","2,323","2,235","2,254",
Southern Region,Chumphon Province,Population Registered in Central House Registration,"3,852","4,077","3,688","4,548","4,937","5,219","5,420","5,444","2,753","3,106",
Southern Region,Chumphon Province, Transferring population,"1,081","1,141","1,193","1,153",953,"1,035",894,877,220,180,
Southern Region,Songkhla Province,Total,"1,378,574","1,389,890","1,401,303","1,410,577","1,417,440","1,424,230","1,432,628","1,435,968","1,428,609","1,431,536","1,431,063"
Southern Region,Songkhla Province,0 - 4,"96,820","96,773","96,244","95,224","92,486","89,176","85,865","81,965","78,903","75,434","73,589"
Southern Region,Songkhla Province,5-Sep,"98,501","98,854","98,278","96,991","97,052","97,104","97,056","96,482","95,527","92,920","95,434"
Southern Region,Songkhla Province,Oct-14,"99,648","98,244","98,517","98,253","97,991","98,225","98,283","97,730","96,370","96,546","97,547"
Southern Region,Songkhla Province,15  -  19,"107,580","107,418","105,721","103,649","100,999","98,933","97,441","98,100","97,474","97,488","98,105"
Southern Region,Songkhla Province,20  -  24,"106,137","106,027","105,746","105,764","107,464","107,510","108,275","105,904","104,073","101,122","99,666"
Southern Region,Songkhla Province,25  -  29,"107,664","106,027","105,189","104,804","104,311","104,153","104,506","104,318","104,498","106,177","107,188"
Southern Region,Songkhla Province,30  -  34,"110,300","110,161","109,600","108,736","107,448","105,761","104,225","102,883","102,666","102,573","103,140"
Southern Region,Songkhla Province,35  -  39,"108,692","108,383","108,450","109,071","108,832","108,173","108,253","107,425","106,428","105,156","104,500"
Southern Region,Songkhla Province,40  -  44,"105,758","105,509","106,242","106,994","106,655","106,590","106,308","106,298","106,788","106,678","106,631"
Southern Region,Songkhla Province,45  -  49,"97,037","97,664","98,605","98,973","101,029","103,276","103,295","104,082","104,859","104,459","104,810"
Southern Region,Songkhla Province,50  -  54,"84,330","87,836","90,642","91,874","93,373","94,066","94,978","95,781","96,176","98,202","100,892"
Southern Region,Songkhla Province,55  -  59,"66,415","65,583","68,904","73,571","77,536","80,860","84,489","87,052","88,267","89,716","90,985"
Southern Region,Songkhla Province,60  -  64,"52,121","55,414","56,189","57,451","58,438","60,142","62,594","65,754","70,279","73,749","77,405"
Southern Region,Songkhla Province,65  -  69,"34,777","37,358","40,823","43,946","46,874","49,702","51,877","52,626","53,831","54,571","56,436"
Southern Region,Songkhla Province,70  -  74,"30,759","30,385","30,154","30,248","30,799","31,965","33,851","36,993","39,875","42,460","45,232"
Southern Region,Songkhla Province,75  -  79,"23,254","24,744","25,449","25,793","26,208","26,188","26,115","26,019","26,053","26,392","27,588"
Southern Region,Songkhla Province,80  -  84,"14,835","16,339","16,926","17,550","18,047","18,605","19,300","19,978","20,401","20,568","20,681"
Southern Region,Songkhla Province,85  -  89,"7,118","8,394","9,131","9,521","9,828","10,433","10,853","11,274","11,864","12,116","12,632"
Southern Region,Songkhla Province,90  -  94,"2,553","3,135","3,357","3,586","3,847","4,123","4,527","4,911","5,222","5,356","5,676"
Southern Region,Songkhla Province,95  -  99,966,"1,091","1,104","1,152","1,178","1,245","1,347","1,449","1,566","1,679","1,911"
Southern Region,Songkhla Province,100 and over,491,541,638,650,320,393,457,468,589,645,"1,015"
Southern Region,Songkhla Province,Unknown/lunar Calendar,40,5,5,5,1,1,2,1,1,-,-
Southern Region,Songkhla Province,Population Registered in House Registration and Non  -  Thai nationalities,"2,327","2,253","5,939","3,358","2,656","2,809","3,019","3,155","3,257","3,247",
Southern Region,Songkhla Province,Population Registered in Central House Registration,"15,519","16,567","14,821","18,745","19,672","20,479","21,326","21,372","12,803","13,675",
Southern Region,Songkhla Province, Transferring population,"4,932","5,185","4,629","4,668","4,396","4,318","4,386","3,948",839,607,
Southern Region,Satun  Province,Total,"305,879","309,793","312,673","315,923","317,612","319,700","321,574","323,586","324,098","324,835","325,303"
Southern Region,Satun  Province,0 - 4,"25,664","25,844","25,731","25,678","24,956","23,977","23,051","22,101","21,133","20,182","19,169"
Southern Region,Satun  Province,5-Sep,"25,019","25,399","25,589","25,503","25,605","25,861","25,973","25,808","25,694","25,103","24,477"
Southern Region,Satun  Province,Oct-14,"24,390","24,408","24,535","24,536","24,716","24,883","25,134","25,295","25,149","25,272","25,631"
Southern Region,Satun  Province,15  -  19,"25,576","25,314","25,062","24,903","24,175","24,081","23,951","23,933","23,955","24,242","24,499"
Southern Region,Satun  Province,20  -  24,"25,273","25,075","24,801","24,491","24,903","24,392","23,991","23,733","23,498","22,865","23,083"
Southern Region,Satun  Province,25  -  29,"25,942","25,915","25,597","25,849","25,411","25,387","25,244","24,977","24,619","24,958","24,698"
Southern Region,Satun  Province,30  -  34,"24,895","25,064","25,468","25,570","25,424","25,408","25,404","25,148","25,346","24,856","24,917"
Southern Region,Satun  Province,35  -  39,"23,827","23,933","23,932","24,049","24,506","24,319","24,492","24,855","24,939","24,843","24,873"
Southern Region,Satun  Province,40  -  44,"22,882","22,843","23,046","23,377","23,196","23,424","23,411","23,425","23,513","23,908","23,876"
Southern Region,Satun  Province,45  -  49,"19,995","20,476","21,088","21,245","21,740","22,380","22,351","22,543","22,832","22,644","22,966"
Southern Region,Satun  Province,50  -  54,"16,892","17,747","18,171","18,654","19,079","19,467","20,016","20,616","20,696","21,158","21,855"
Southern Region,Satun  Province,55  -  59,"12,988","12,632","13,281","14,336","15,317","16,149","17,095","17,518","17,987","18,412","18,822"
Southern Region,Satun  Province,60  -  64,"9,985","10,677","11,010","11,260","11,319","11,566","12,024","12,709","13,662","14,537","15,305"
Southern Region,Satun  Province,65  -  69,"5,963","6,656","7,325","7,971","8,872","9,526","9,932","10,220","10,485","10,548","10,820"
Southern Region,Satun  Province,70  -  74,"5,958","5,761","5,676","5,579","5,429","5,615","5,967","6,592","7,165","7,922","8,519"
Southern Region,Satun  Province,75  -  79,"4,322","4,791","4,847","4,817","4,908","4,872","4,816","4,763","4,710","4,585","4,741"
Southern Region,Satun  Province,80  -  84,"2,551","2,782","2,912","3,147","3,282","3,438","3,617","3,723","3,703","3,756","3,687"
Southern Region,Satun  Province,85  -  89,"1,159","1,463","1,578","1,601","1,608","1,693","1,760","1,891","2,031","2,116","2,179"
Southern Region,Satun  Province,90  -  94,377,405,421,516,562,634,694,755,795,797,828
Southern Region,Satun  Province,95  -  99,136,171,173,177,183,175,171,166,209,232,247
Southern Region,Satun  Province,100 and over,74,91,101,108,38,52,75,77,88,105,111
Southern Region,Satun  Province,Unknown/lunar Calendar,-,-,-,-,-,-,-,-,-,-,-
Southern Region,Satun  Province,Population Registered in House Registration and Non  -  Thai nationalities,111,118,210,294,287,286,295,300,306,335,
Southern Region,Satun  Province,Population Registered in Central House Registration,995,"1,082","1,120","1,172","1,200","1,235","1,268","1,259","1,346","1,368",
Southern Region,Satun  Province, Transferring population,905,"1,146",999,"1,090",896,880,842,"1,179",237,91,
Southern Region,Trang Province,Total,"631,920","636,043","638,746","640,793","641,684","643,072","643,116","643,164","640,574","639,788","638,206"
Southern Region,Trang Province,0 - 4,"43,201","42,645","42,036","41,007","39,164","37,097","35,297","33,391","31,737","29,960","28,244"
Southern Region,Trang Province,5-Sep,"43,850","44,246","44,203","43,590","43,113","43,071","42,418","41,740","40,918","39,238","38,020"
Southern Region,Trang Province,Oct-14,"44,970","43,512","43,022","42,882","43,154","43,166","43,484","43,478","43,038","42,839","43,031"
Southern Region,Trang Province,15  -  19,"51,856","51,209","49,844","48,014","46,053","44,126","42,426","41,896","41,890","42,184","42,461"
Southern Region,Trang Province,20  -  24,"49,339","49,673","49,184","48,809","49,183","48,854","47,633","46,502","44,939","42,976","41,438"
Southern Region,Trang Province,25  -  29,"50,214","49,687","49,038","48,680","48,637","48,942","49,074","48,630","48,392","48,680","48,645"
Southern Region,Trang Province,30  -  34,"51,566","51,520","50,987","50,573","49,565","48,646","47,972","47,227","46,936","46,887","47,234"
Southern Region,Trang Province,35  -  39,"50,402","50,404","50,585","50,487","50,406","49,923","49,810","49,160","48,760","47,912","47,043"
Southern Region,Trang Province,40  -  44,"49,018","48,703","49,027","49,345","48,998","49,410","49,271","49,362","49,219","48,998","48,668"
Southern Region,Trang Province,45  -  49,"45,956","46,385","46,621","46,804","47,428","47,971","47,647","47,886","48,113","47,769","48,306"
Southern Region,Trang Province,50  -  54,"39,771","41,807","43,235","44,102","44,557","44,699","45,092","45,361","45,627","46,301","46,767"
Southern Region,Trang Province,55  -  59,"31,989","30,005","31,004","34,140","36,574","38,467","40,460","41,853","42,603","43,116","43,352"
Southern Region,Trang Province,60  -  64,"22,535","24,766","26,228","26,446","26,809","27,601","28,773","29,773","32,805","35,060","36,907"
Southern Region,Trang Province,65  -  69,"15,444","16,716","17,940","19,046","20,573","22,260","23,279","24,743","24,960","25,309","26,048"
Southern Region,Trang Province,70  -  74,"13,291","13,239","13,199","13,609","13,879","14,458","15,233","16,327","17,457","18,815","20,383"
Southern Region,Trang Province,75  -  79,"10,902","11,493","11,540","11,463","11,428","11,219","11,409","11,490","11,891","12,137","12,560"
Southern Region,Trang Province,80  -  84,"7,077","7,808","8,226","8,428","8,699","9,015","9,139","9,201","9,169","9,199","8,991"
Southern Region,Trang Province,85  -  89,"3,269","4,241","4,488","4,628","4,954","5,150","5,415","5,698","5,824","6,026","6,184"
Southern Region,Trang Province,90  -  94,"1,113","1,458","1,562","1,725","1,823","2,022","2,266","2,455","2,576","2,728","2,806"
Southern Region,Trang Province,95  -  99,321,407,454,497,491,566,601,659,719,782,826
Southern Region,Trang Province,100 and over,107,169,183,187,153,166,184,185,226,235,292
Southern Region,Trang Province,Unknown/lunar Calendar,3,-,-,-,-,-,-,-,-,-,-
Southern Region,Trang Province,Population Registered in House Registration and Non  -  Thai nationalities,373,434,793,740,741,785,837,865,864,884,
Southern Region,Trang Province,Population Registered in Central House Registration,"4,041","4,099","3,971","4,092","4,014","4,067","4,088","4,086","1,624","1,604",
Southern Region,Trang Province, Transferring population,"1,312","1,417","1,376","1,499","1,288","1,391","1,308","1,196",287,149,
Southern Region,Phattalung Province,Total,"514,492","518,021","520,419","522,723","523,723","524,857","525,044","524,865","523,077","522,541","521,619"
Southern Region,Phattalung Province,0 - 4,"32,083","31,655","31,438","30,930","29,998","28,565","27,421","26,086","24,763","23,628","22,249"
Southern Region,Phattalung Province,5-Sep,"32,422","33,008","33,029","32,801","32,571","32,573","32,137","31,719","31,333","30,470","29,318"
Southern Region,Phattalung Province,Oct-14,"33,019","31,959","31,674","31,498","31,582","32,185","32,677","32,637","32,528","32,433","32,472"
Southern Region,Phattalung Province,15  -  19,"39,330","38,982","37,782","36,299","34,478","32,554","31,484","31,088","30,849","31,070","31,610"
Southern Region,Phattalung Province,20  -  24,"37,108","37,712","37,836","38,113","38,593","38,334","37,231","36,132","34,756","32,673","31,368"
Southern Region,Phattalung Province,25  -  29,"39,390","38,215","37,713","37,282","37,231","37,492","37,910","37,837","38,027","38,288","38,086"
Southern Region,Phattalung Province,30  -  34,"41,187","41,341","40,446","39,810","39,057","38,125","36,827","36,247","35,968","35,764","36,222"
Southern Region,Phattalung Province,35  -  39,"41,983","41,633","41,290","41,069","40,800","40,090","39,955","38,924","38,271","37,415","36,696"
Southern Region,Phattalung Province,40  -  44,"41,862","41,504","41,792","42,053","41,313","41,299","40,883","40,477","40,178","39,718","39,088"
Southern Region,Phattalung Province,45  -  49,"38,198","38,976","39,491","39,769","40,651","41,169","40,899","41,177","41,405","40,597","40,558"
Southern Region,Phattalung Province,50  -  54,"32,257","33,577","34,860","35,369","36,468","37,502","38,244","38,791","39,119","39,985","40,659"
Southern Region,Phattalung Province,55  -  59,"27,187","25,661","26,391","28,700","30,121","31,311","32,845","34,004","34,542","35,592","36,651"
Southern Region,Phattalung Province,60  -  64,"21,233","22,490","23,152","23,197","23,784","24,298","24,896","25,682","27,942","29,303","30,540"
Southern Region,Phattalung Province,65  -  69,"17,096","17,966","18,775","19,409","19,912","20,729","21,397","22,002","22,066","22,615","23,089"
Southern Region,Phattalung Province,70  -  74,"13,603","14,056","14,385","15,225","15,718","16,051","16,631","17,419","18,001","18,444","19,224"
Southern Region,Phattalung Province,75  -  79,"10,381","11,168","11,396","11,402","11,786","12,158","12,443","12,770","13,551","13,970","14,152"
Southern Region,Phattalung Province,80  -  84,"6,845","7,545","7,961","8,164","8,344","8,657","9,037","9,248","9,253","9,505","9,779"
Southern Region,Phattalung Province,85  -  89,"3,292","4,006","4,366","4,485","4,763","5,026","5,229","5,540","5,786","5,882","6,076"
Southern Region,Phattalung Province,90  -  94,"1,261","1,602","1,697","1,896","1,969","2,011","2,143","2,389","2,511","2,690","2,768"
Southern Region,Phattalung Province,95  -  99,404,512,511,557,589,681,703,695,789,779,758
Southern Region,Phattalung Province,100 and over,168,205,217,216,126,159,181,188,209,233,256
Southern Region,Phattalung Province,Unknown/lunar Calendar,10,-,-,-,-,-,-,-,-,-,-
Southern Region,Phattalung Province,Population Registered in House Registration and Non  -  Thai nationalities,120,120,177,240,240,235,244,246,247,252,
